DFTU	DFRC	DFNC	DFRN
OGT		CCDC27	
HSP90AB2P		CTRL	
LOC100131608		ALG8	
KCNJ13		SLC50A1	
XLOC_003595		XLOC_001148	
RNASE8		UBASH3A	
C3orf37		LOC340340	
XLOC_009943		ZWINT	
DEFB133		RAVER1	
OAS3		LXN	
LOC729451		PLP2	
ATP5C1		LIMD1	
STOML1		VANGL1	
PRRT4		C1orf210	
XLOC_010813		C17orf39	
SHANK2		EPS8	
MGC72080		XLOC_l2_001984	
PHLDA3		APH1B	
LSM12		ACBD7	
SPSB4		KIAA0895L	
XLOC_l2_004854		ELF1	
GPR101		XLOC_l2_015170	
PLXNA1		DDIT4	
MIR22HG		XLOC_012965	
ATG9A		DOK3	
BTC		USP36	
XLOC_008945		LOC728485	
SERPINB2		PSMF1	
		CCDC126	
		XLOC_002108	
		XLOC_002593	
		COX15	
		TAF1A	
		LOC100506295	
		PPP1R2	
		LOC284628	
		MYBPC2	
		CRK	
		NID1	
		TNRC6A	
		SEMA7A	
		GSTM2P1	
		XLOC_l2_014507	
		ARAF	
		RALGAPA1	
		CISD2	
		MAGED1	
		UBE2V1	
		XLOC_l2_000048	
		CFDP1	
		RAPH1	
		KLHL14	
		PALM3	
		ZNF673	
		RPL31P11	
		TXNDC9	
		DOCK8	
		XLOC_007323	
		COX7C	
		LOC100505519	
		DCTN4	
		DNMT3B	
		CCDC7	
		MOSPD2	
		GMPR2	
		SERF1A	
		ZC3H12A	
		XLOC_007662	
		C6orf146	
		ERCC6	
		LOC645166	
		AP4M1	
		SIKE1	
		PPP1R8	
		PRDM1	
		TFAM	
		KIF20B	
		TRAF5	
		RSRC1	
		AXIN1	
		GTF2F2	
		XLOC_l2_015879	
		SNORA56	
		PHLDA3	
		CIT	
		CTBP2	
		EME1	
		DDX51	
		XLOC_009678	
		SURF4	
		NLRP3	
		CCKBR	
		XLOC_008509	
		LOC285758	
		PRKCD	
		WDR69	
		ADCY6	
		MEF2A	
		SLC12A2	
		ARMCX5	
		EIF4A2	
		ENOPH1	
		ATAD2	
		FBXO32	
		XLOC_002932	
		NUDT10	
		NR1D2	
		RIMKLA	
		XLOC_l2_009501	
		ATP1B3	
		MARK4	
		XLOC_001173	
		TGFBRAP1	
		EXOSC9	
		NUP153	
		SLC35C2	
		C7orf49	
		BLM	
		HLA-J	
		SPRYD7	
		HNRNPA1	
		TAB2	
		SLC6A10P	
		LOC100506496	
		XLOC_l2_015090	
		FAM169A	
		XLOC_l2_015133	
		NME3	
		LOC731282	
		XLOC_000930	
		CSTF3	
		KLHDC1	
		P2RY12	
		XLOC_l2_010018	
		APOBR	
		NPDC1	
		NCRNA00083	
		XLOC_005965	
		LINC00161	
		ST3GAL3	
		ZNF672	
		GSN	
		POU2AF1	
		ZNF778	
		PAIP2	
		WT1	
		CAMTA1	
		LOC729324	
		LOC100130172	
		PDIK1L	
		TAS2R50	
		MGC16703	
		PRR5-ARHGAP8	
		GIF	
		NSMCE2	
		ATPIF1	
		C7orf50	
		TUBA1A	
		MDFIC	
		TTC22	
		FNTB	
		GTF2H5	
		CCDC88A	
		XLOC_006037	
		XLOC_012393	
		ARGLU1	
		XLOC_003262	
		ATP5S	
		TAPBPL	
		CHAC1	
		C17orf70	
		CLUAP1	
		PICALM	
		PTPN12	
		NKIRAS2	
		LOC100505932	
		XLOC_008812	
		SRMS	
		FAM110B	
		NDUFAF4	
		PRPF31	
		MPP5	
		UCHL3	
		JAG1	
		ATP6V1F	
		NDUFB11	
		LOC100652736	
		XLOC_002597	
		LOC253962	
		PTPN3	
		XLOC_l2_005826	
		CPO	
		MYO3B	
		APOO	
		NIT1	
		IFT52	
		MCMBP	
		SLN	
		FAM46A	
		ALG14	
		LOC100128922	
		NSUN3	
		FTO	
		XLOC_l2_004986	
		NUAK1	
		SCLY	
		DIAPH1	
		FLJ42022	
		PPIL1	
		FAM101B	
		SNORA58	
		XLOC_002366	
		XLOC_008847	
		TIAM2	
		PLEKHM2	
		XLOC_000421	
		XLOC_011711	
		RPS6KL1	
		LOC441179	
		FOPNL	
		AFG3L2	
		XLOC_000336	
		DNM1	
		XLOC_013919	
		A2LD1	
		SNX2	
		METTL11B	
		CASKIN1	
		LOC648691	
		XLOC_001922	
		ESYT1	
		PRR22	
		XLOC_010591	
		XLOC_007412	
		PAN2	
		MAEA	
		POTEKP	
		RMND5A	
		POU3F3	
		FLJ45079	
		SDF2	
		LOC647979	
		TLN2	
		RGPD5	
		ARID2	
		GOLGA3	
		XLOC_004085	
		LOC100130456	
		HMSD	
		FBXO43	
		CHORDC1	
		LOC643988	
		LOC100653024	
		TBC1D3B	
		TMEM19	
		ACP6	
		RPL23	
		SEH1L	
		FLJ46875	
		NUDCD1	
		UBAC2	
		XLOC_010664	
		DENND2C	
		SLC25A23	
		JMJD1C	
		XLOC_014268	
		PPP2R5E	
		XLOC_009840	
		SUV39H1	
		ZNF584	
		C12orf71	
		XLOC_014174	
		LOC728819	
		XLOC_004165	
		MORC2	
		SNHG9	
		XLOC_013717	
		LOC100507611	
		XLOC_l2_007707	
		LOC100128398	
		FLJ37453	
		XLOC_012216	
		LOC100130503	
		XLOC_l2_009929	
		DHX37	
		XLOC_013484	
		TCEAL2	
		E2F8	
		CXorf57	
		YLPM1	
		METTL19	
		MAGI3	
		XLOC_010683	
		XLOC_009856	
		MKS1	
		LIMA1	
		DHRS11	
		LOC100507306	
		LCT	
		GEN1	
		PTGFRN	
		AP4S1	
		C19orf45	
		INPP4A	
		LOC645553	
		LOC100653236	
		HR	
		ZMYND8	
		XLOC_001259	
		XLOC_008477	
		ZNF84	
		KRTAP17-1	
		NOLC1	
		NTF3	
		XLOC_001174	
		SP1	
		MUSTN1	
		WBSCR16	
		S100A3	
		SDR42E1	
		GPR31	
		POC1B	
		MPG	
		PEX19	
		IFITM2	
		GGH	
		LOC100506802	
		PLEKHG2	
		SLC38A9	
		PITX3	
		XLOC_003863	
		PHF20L1	
		SFMBT1	
		C11orf67	
		MED7	
		TMCO4	
		ISY1	
		AREG	
		GGNBP1	
		XLOC_013674	
		CLINT1	
		GON4L	
		SDHC	
		FXR2	
		XLOC_003804	
		TYMP	
		FAM63A	
		H2AFB3	
		LOC285191	
		C19orf50	
		CTDP1	
		KRT71	
		PRSS33	
		XLOC_011201	
		MBOAT7	
		DNAJA3	
		ATP8A1	
		C3orf26	
		SNORA5C	
		KHDRBS1	
		TUBA3C	
		SNORD69	
		LOC399744	
		LOC100289607	
		FBXO18	
		TRIM4	
		YRDC	
		AMN1	
		LRRC3	
		ZNF319	
		CTSK	
		ZNF669	
		IFT140	
		XLOC_l2_007586	
		MXRA8	
		CCDC61	
		CCDC82	
		CRNDE	
		OR4F21	
		ALDH16A1	
		OR51F1	
		MAGOH	
		SLC4A9	
		XLOC_l2_003073	
		ALDOC	
		XLOC_l2_008163	
		RPL30	
		XLOC_007275	
		UVRAG	
		CHCHD2	
		ZNRF2	
		WDHD1	
		VTI1A	
		WDR48	
		ISG20L2	
		C18orf56	
		VNN2	
		XLOC_000393	
		XLOC_000855	
		LOC100652983	
		FLJ43879	
		RB1	
		TNIK	
		C1QTNF1	
		CXorf30	
		XLOC_007390	
		RTP4	
		KIFC1	
		RTBDN	
		WDR53	
		LHB	
		CCDC64B	
		TRPC7	
		CDK12	
		XLOC_l2_013125	
		MUC4	
		TUG1	
		SEPT6	
		UPF3B	
		GSX2	
		LHFP	
		STX2	
		BEX5	
		CXorf1	
		PPAN	
		XLOC_014200	
		ALDH1B1	
		HSD3B7	
		DECR2	
		PEX7	
		MYCBP	
		CMTM4	
		TAPBP	
		SERPINF1	
		DET1	
		POLR2J2	
		XLOC_l2_007310	
		PNN	
		EPDR1	
		UTP14C	
		SCAND3	
		WDR63	
		SCTR	
		CCDC51	
		XLOC_012097	
		MTMR10	
		VTRNA1-1	
		ABCF3	
		Q8WNA4	
		YTHDF2	
		SLC41A2	
		UBA6	
		BRD4	
		STT3A	
		TPR	
		SH3GL1P3	
		SCP2	
		NBEAP1	
		NLRC5	
		EDC3	
		SNX29	
		TTC31	
		TNPO3	
		HS6ST1	
		ANGPTL6	
		ZNF682	
		PPP2R5D	
		XLOC_l2_007986	
		CCDC112	
		SOS1-IT1	
		DGCR8	
		C16orf79	
		COL18A1	
		ABCG2	
		WDR54	
		LOC256880	
		LOC100129280	
		ATP5I	
		GPX2	
		XLOC_l2_012953	
		XLOC_l2_009867	
		SLC43A2	
		SMR3A	
		SRPK1	
		TMEM232	
		SMPDL3B	
		GPNMB	
		AKAP17A	
		XLOC_013826	
		XLOC_002076	
		XLOC_004180	
		TP63	
		PMAIP1	
		DSG1	
		GPATCH2	
		XLOC_010668	
		LOC100507224	
		LOC340544	
		LOC730081	
		MRI1	
		CXorf27	
		FAM129A	
		THY1	
		SNRNP35	
		LOC401847	
		ENTPD6	
		TET2	
		ZNF500	
		XLOC_013918	
		DCAF13	
		UNC13C	
		XLOC_l2_013425	
		RTTN	
		HMMR	
		PSMB1	
		FAM83H	
		LOC100170939	
		CSTF2T	
		ADAMTSL5	
		ATXN7L1	
		CELA1	
		DAPK1	
		DIMT1	
		C10orf54	
		DYRK1B	
		CECR1	
		XLOC_007884	
		XLOC_l2_008759	
		CLIP1	
		LOC100129104	
		LOC100130458	
		HIC2	
		TPTE2P3	
		EPB41L2	
		UBE2I	
		C16orf13	
		PLIN3	
		TMEM185A	
		C12orf5	
		H1F0	
		KRTAP12-3	
		MOB4	
		CHCHD10	
		XLOC_012230	
		NUP210L	
		LOC100506433	
		XLOC_005815	
		RP9	
		FARP2	
		TARM1	
		PCYOX1	
		XLOC_004238	
		ASMTL	
		SLC26A11	
		FLJ33534	
		PCCA	
		XLOC_l2_015894	
		XLOC_009707	
		WDR75	
		XLOC_l2_008981	
		XLOC_l2_007456	
		XLOC_l2_013583	
		CCDC58	
		RAPGEF4	
		TRIM52	
		WDR73	
		XLOC_000879	
		FAM49B	
		XLOC_010256	
		XLOC_009643	
		LOC100652772	
		HMX3	
		UST	
		CEBPG	
		PGM3	
		MTERF	
		C21orf30	
		IQCC	
		RPS2P32	
		ANKRD30BP2	
		ABI3BP	
		LOC100506075	
		OCIAD1	
		C2orf72	
		TFEB	
		RGS20	
		SUPV3L1	
		TCTEX1D2	
		PLA2G4D	
		CD38	
		ALS2	
		NEAT1	
		LOC728537	
		LOC644093	
		ROCK1	
		LUZP4	
		SCARNA18	
		DALRD3	
		GLUD2	
		XLOC_006312	
		KDM5A	
		WNK4	
		XLOC_002383	
		DKFZp761E198	
		TOMM5	
		LNX2	
		XLOC_l2_006609	
		IP6K1	
		VEZT	
		SEMA4B	
		KRTAP5-3	
		TDG	
		PHTF1	
		PLSCR3	
		PCNA	
		ZNF704	
		ATP6V0E1	
		XLOC_004839	
		XLOC_007764	
		GLS	
		INTS10	
		EPHB1	
		APPL2	
		SNORD18A	
		XLOC_000253	
		CD84	
		XLOC_l2_014057	
		C16orf91	
		XLOC_l2_013442	
		HSP90AB5P	
		CCDC107	
		NCLN	
		IQSEC3	
		XLOC_007696	
		UBE2K	
		CMC1	
		RBX1	
		PCSK6	
		BMP6	
		PDXP	
		KIF3A	
		XLOC_011532	
		C2	
		XLOC_007437	
		C14orf169	
		MGC72080	
		MDM1	
		XLOC_008298	
		TUBB8	
		TNFRSF21	
		TET1	
		RAB6A	
		GBP6	
		PACSIN3	
		MAPK15	
		LGALS9C	
		SNN	
		ZNF492	
		GUCY1B2	
		XLOC_007775	
		LOC100129845	
		XLOC_002286	
		KIAA0430	
		XLOC_004940	
		RNASEL	
		XLOC_002317	
		XLOC_l2_000649	
		FZD9	
		NDUFS6	
		IFI27L1	
		C17orf49	
		P51957	
		HDAC1	
		XLOC_004456	
		PPP3CC	
		XLOC_009474	
		LOC100506035	
		XLOC_007920	
		RABGAP1L	
		XLOC_l2_015075	
		UAP1L1	
		ZNF678	
		XLOC_001824	
		PI3	
		LOC100652897	
		ECHDC3	
		ZC3H4	
		CAMK2A	
		TRIM54	
		MYD88	
		KCTD5	
		CXorf64	
		LOC100129397	
		SRPRB	
		XLOC_000707	
		NR1H3	
		NDST1	
		TBCD	
		NEK7	
		LOC100129250	
		USHBP1	
		XLOC_009085	
		TRIAP1	
		HSP90AA1	
		XRN1	
		MRPS9	
		NOL12	
		TARS	
		XLOC_012562	
		ARHGDIB	
		C1orf143	
		PDGFA	
		XLOC_l2_014217	
		RORA	
		XLOC_003528	
		LGMN	
		SLC16A6	
		ZC3HAV1	
		ASB2	
		EID2	
		BCDIN3D	
		LOC100652925	
		KLK10	
		XLOC_011865	
		MTSS1	
		ZNF701	
		XLOC_l2_015967	
		ANKRD12	
		PLEKHG5	
		FAM183B	
		LEMD3	
		TAF8	
		PCBP2	
		DNAJC6	
		CERS3	
		C1orf54	
		XLOC_005788	
		CORO1C	
		ELMO3	
		HOXC12	
		LOC100132354	
		LY6K	
		IRAK3	
		ZBTB33	
		SMARCE1	
		RIPK4	
		PTCH1	
		DPAGT1	
		SNORD18B	
		TWISTNB	
		CCT6B	
		YBX1	
		C6orf162	
		KLHL7	
		TSPYL2	
		SMEK1	
		OR51M1	
		FAM175A	
		FEZ2	
		DYNC1LI2	
		MAP7D1	
		FLJ12334	
		XLOC_l2_015448	
		FOXM1	
		XLOC_011590	
		PLA2G1B	
		ASXL1	
		XLOC_l2_005352	
		CAMK2G	
		NINJ2	
		XLOC_005769	
		TLL2	
		NCEH1	
		IRAK1BP1	
		STARD4	
		GALC	
		C6orf136	
		DPM2	
		MTHFD2	
		XLOC_008587	
		DNAJC25	
		FAM167B	
		LOC152217	
		LOC729032	
		OSBP	
		SNORA78	
		XLOC_l2_003644	
		CCDC80	
		PRKAG2	
		XLOC_009782	
		SECISBP2	
		SDCBP	
		GGTLC2	
		LOC100506415	
		C21orf59	
		PTER	
		SH2D2A	
		NUDT9P1	
		XLOC_l2_004951	
		COMMD3	
		XLOC_011223	
		XLOC_005858	
		TUBGCP2	
		NUP88	
		LOC96610	
		PQBP1	
		MED31	
		SAFB	
		NRXN3	
		ZNF776	
		MARS	
		OR3A2	
		SYNDIG1L	
		LOC389043	
		EIF2D	
		TMEM168	
		XLOC_013721	
		MEX3A	
		HIST1H4E	
		MUL1	
		PQLC3	
		LOC100132686	
		XLOC_009762	
		NAA35	
		LOC339807	
		TIMM9	
		NARS	
		MIR17HG	
		NRBP2	
		BTN3A1	
		SLC16A9	
		LOC100287036	
		C14orf80	
		GOSR1	
		HLA-DMA	
		RSBN1L	
		MAP3K13	
		MACC1	
		UBE4A	
		MTERFD3	
		HOXD1	
		ANKRD46	
		C19orf24	
		LOC642852	
		UBE2W	
		C2orf3	
		C15orf50	
		WHSC1	
		LOC100507317	
		XLOC_001584	
		C5orf56	
		BRCA1	
		MYBBP1A	
		RHEB	
		NAGS	
		OR1N2	
		SLC38A6	
		PRDM6	
		NAT1	
		ZNF407	
		IGJ	
		XLOC_l2_015451	
		SGCB	
		PMPCA	
		LOC100653193	
		ZNF93	
		CERKL	
		GNAI3	
		GCSH	
		PION	
		CYGB	
		IPO4	
		MT1A	
		RNF219	
		FGF18	
		XLOC_007433	
		EVI2B	
		LOC387723	
		XLOC_l2_008841	
		FXR1	
		XLOC_004593	
		MPPED1	
		EZH2	
		LOC100507398	
		CANT1	
		FARSB	
		PIEZO1	
		HINT1	
		DFNB59	
		PTPN11	
		EIF3G	
		SPINLW1-WFDC6	
		FAM102A	
		XLOC_003147	
		LOC100506021	
		XLOC_001193	
		CDKL5	
		XLOC_l2_015542	
		SLC39A3	
		FAM104B	
		CACNA1C	
		RPL27A	
		LOC648987	
		CEACAM20	
		CMYA5	
		MED22	
		YBEY	
		XLOC_004644	
		PAFAH1B3	
		GPR87	
		CTSL2	
		Q6UWM8	
		MRPS28	
		PTK2	
		XLOC_006578	
		C16orf5	
		IQCF5	
		JAG2	
		LRP6	
		LOC644050	
		CCDC76	
		XLOC_l2_000654	
		NDUFB4	
		KPNA6	
		AMIGO3	
		ODF3B	
		FBXO15	
		CD46	
		UNG	
		ITPRIPL2	
		ZEB2	
		C9orf95	
		LOC729121	
		LALBA	
		ASB7	
		NFX1	
		NHLH2	
		XLOC_l2_013256	
		CDK5	
		DSCAM-AS1	
		ARHGAP10	
		XLOC_011414	
		XLOC_l2_006101	
		REEP4	
		USP31	
		INO80	
		XLOC_007995	
		XLOC_013683	
		MAD2L2	
		CYP2C9	
		TPP1	
		SNHG3	
		SLC9A3R2	
		SPTLC1	
		C1orf9	
		L1TD1	
		NUP62CL	
		HDAC9	
		LOC100507563	
		XLOC_011740	
		COMTD1	
		ZPBP2	
		LOC730102	
		LOC100507241	
		RLN1	
		PPP2R3C	
		ZMYM5	
		XLOC_003202	
		FOXE3	
		CNPY3	
		GFPT1	
		TMEM212	
		GRAMD1B	
		LOC375190	
		LOC644714	
		CECR2	
		NBR2	
		ERBB2IP	
		CD99P1	
		CRYBA4	
		XLOC_l2_013153	
		LOC100506033	
		PTBP2	
		TSPAN11	
		SH2D1B	
		XLOC_006850	
		KAT8	
		PRKACG	
		SLC25A5	
		XLOC_009857	
		CSNK2A2	
		PHC2	
		CD2AP	
		C7orf36	
		FBXO30	
		NINJ1	
		SNORA71A	
		ACOT8	
		LRRC66	
		C1orf93	
		TRIT1	
		EID1	
		XLOC_002908	
		NMUR1	
		CDC42SE1	
		FAM160B2	
		XLOC_l2_003335	
		FAM57A	
		C3orf17	
		XLOC_002081	
		FLJ42392	
		XLOC_l2_000159	
		NDUFB7	
		IL15	
		XLOC_004140	
		CYP2S1	
		CEP44	
		HMGN1	
		XLOC_002020	
		XLOC_000649	
		VPS37D	
		XLOC_005082	
		NSRP1	
		PTPRZ1	
		XLOC_008510	
		SBF2	
		SLC5A6	
		SSH1	
		XLOC_011218	
		PACRGL	
		PLVAP	
		YARS	
		XLOC_014170	
		XLOC_012269	
		XLOC_000083	
		LOC202025	
		LOC493754	
		FAM9B	
		XLOC_005596	
		C15orf23	
		TCEA3	
		LOC100131826	
		KIAA0564	
		XLOC_011804	
		XLOC_008567	
		XLOC_008260	
		MUCL1	
		KRTAP2-4	
		MRPS18B	
		EXOC3	
		HGFAC	
		ZBTB48	
		C1orf144	
		PNLIPRP1	
		XLOC_008208	
		IGFBP2	
		USP18	
		POLD3	
		RBM12	
		LOC100506053	
		LMOD1	
		SLC15A3	
		ETS1	
		LCOR	
		PPP6C	
		ZFAND1	
		FAM116A	
		SNORA14A	
		MCTS1	
		FAM13A-AS1	
		XLOC_l2_011098	
		FABP5	
		CLIC4	
		LTB4R2	
		FAM109A	
		RN7SK	
		LIF	
		DIDO1	
		TCF24	
		SLC6A2	
		SLURP1	
		KCMF1	
		NINL	
		C9orf167	
		PIK3AP1	
		PPP1R12B	
		VSIG8	
		GZMB	
		XLOC_l2_003909	
		TP73	
		SNORA44	
		SEC11C	
		LOC100505937	
		ATP6V1C1	
		XLOC_009458	
		XLOC_000543	
		MRFAP1L1	
		FGFR4	
		SPINK4	
		CLRN1-AS1	
		HIST3H2A	
		GABPB2	
		EED	
		RTN4R	
		LOC100134259	
		TFB2M	
		GMFB	
		FOXJ3	
		UBE2Q2	
		CCDC144A	
		GALK1	
		LOC100507335	
		IFI44L	
		SLC22A18	
		RBM39	
		MYH3	
		XLOC_l2_010493	
		FAM70B	
		LOC730091	
		L3MBTL3	
		NUP50	
		DCP1A	
		TWF2	
		LOC100506013	
		FAM19A4	
		MRPS21	
		MAST1	
		SRSF11	
		SNX4	
		PAG1	
		ABHD12B	
		FKBP6	
		LOC100652947	
		CD226	
		XLOC_011521	
		MEIS1	
		KIAA1147	
		XLOC_001833	
		PGBD3	
		KCNIP1	
		C12orf10	
		WNT6	
		LOC100133106	
		AEN	
		TMEM39B	
		ZMYND11	
		TMEM9	
		CCNK	
		WIPI2	
		DGKQ	
		GYPE	
		C6orf25	
		LOC100133315	
		CDCA2	
		PPP2R2D	
		KIAA1967	
		XLOC_009434	
		XLOC_007909	
		P06788	
		VPS45	
		XLOC_001514	
		CHP	
		ZNF589	
		ZC3H11A	
		ULK3	
		LOC100132790	
		PHEX	
		PRKD1	
		RG9MTD2	
		SAMD3	
		CDIPT	
		STX16	
		PARP8	
		ALKBH5	
		ANKRD33	
		LOC100508939	
		GNB2	
		XLOC_002981	
		LOC401188	
		XLOC_000232	
		MFSD4	
		HNRNPU-AS1	
		RAD21	
		PSMD14	
		TBC1D3P1-DHX40P1	
		SFXN5	
		CD81	
		CCDC163P	
		SETD4	
		CAMK2N1	
		XLOC_006799	
		XLOC_009252	
		COMP	
		SYNGR3	
		CCDC132	
		LYRM5	
		ZBTB4	
		LOC283861	
		HNRNPH3	
		NEIL2	
		LOC100287188	
		PPP2R3B-AS1	
		OSBPL9	
		XLOC_006044	
		IMP4	
		XLOC_l2_003843	
		XLOC_008033	
		ITGA6	
		XLOC_006255	
		PHF17	
		LOC254128	
		XLOC_005962	
		TEC	
		PITPNA	
		ACAD10	
		STX1A	
		COL22A1	
		LOC100507115	
		LOC100652760	
		NTSR2	
		LOC645586	
		FICD	
		LYPD5	
		IL12RB1	
		ANKRD18A	
		PAPD5	
		NRARP	
		CDC42EP5	
		LINC00473	
		ZNF518A	
		TMED10	
		RELA	
		LOC100506651	
		ZNF792	
		DUSP12	
		XLOC_003386	
		ZBTB43	
		XLOC_014068	
		FAM108A1	
		ZNF581	
		GLCCI1	
		CHST14	
		UGP2	
		XLOC_004979	
		RASGEF1B	
		XLOC_004900	
		XLOC_009690	
		LOC100506471	
		ZEB1-AS1	
		RAE1	
		ZNF14	
		XLOC_004735	
		PBXIP1	
		LOC100131929	
		BRD7	
		RBM25	
		XLOC_012281	
		TMEM120B	
		LOC283516	
		GNRH1	
		XLOC_011944	
		LOC255654	
		XLOC_l2_007571	
		KRT73	
		TWSG1	
		H19	
		DPH3P1	
		XLOC_000152	
		ZAK	
		NDC80	
		HSPA13	
		XLOC_l2_000080	
		ATP2A3	
		SNORD17	
		ATF7IP2	
		XLOC_001011	
		MEF2B	
		VCX2	
		WNT9A	
		ENOSF1	
		RPS29	
		LRCH3	
		ACP5	
		XLOC_004195	
		ELAC1	
		XLOC_l2_007191	
		RBM19	
		ERLIN2	
		FLJ43663	
		ARF3	
		XLOC_004497	
		NDUFAF1	
		XLOC_l2_012159	
		MIF4GD	
		PCDHB5	
		XLOC_011371	
		LNPEP	
		HLA-DOA	
		SKP2	
		THAP11	
		LOC100506305	
		NBEA	
		ZNF16	
		LOC645431	
		DCUN1D4	
		CYP4F2	
		XLOC_004700	
		SRC	
		TNFAIP8L2	
		GCNT3	
		DZANK1	
		LINC00277	
		OR2A12	
		XLOC_013163	
		MMRN1	
		LOC154092	
		CXorf28	
		INO80E	
		TMED6	
		XLOC_l2_000945	
		C3orf38	
		XLOC_l2_011204	
		ADRBK2	
		XLOC_l2_012932	
		SLC4A7	
		LOC100130093	
		C6orf10	
		XLOC_007777	
		SAR1B	
		FLJ43860	
		KIAA1143	
		GDF11	
		LOC100506804	
		XLOC_002080	
		AKAP10	
		KRT27	
		TTI1	
		XLOC_012572	
		LOC728975	
		RAC2	
		TMEM106C	
		XLOC_011433	
		XLOC_004841	
		RGS2	
		SP9	
		NFXL1	
		LOC100132724	
		DYNLT3	
		NUDT4	
		KMO	
		CCDC97	
		MUC6	
		TNFRSF12A	
		BLOC1S2	
		AKAP8	
		GALNT3	
		AP3B2	
		CRH	
		PCDHA7	
		HSPA4	
		LOC100505949	
		MTMR9LP	
		ZNF876P	
		LOC407835	
		XLOC_005495	
		LOC646214	
		CSN1S1	
		PHYHIPL	
		LOC100507619	
		LCK	
		GOLGA6A	
		ADCK4	
		STEAP1	
		C20orf94	
		XLOC_012551	
		SPOCK3	
		MRPL21	
		XLOC_011616	
		CYP39A1	
		OR7E5P	
		DNAJC28	
		C14orf142	
		C17orf102	
		RUSC1-AS1	
		CRY1	
		H3F3B	
		LOC100507803	
		LOC100128108	
		XLOC_012851	
		XLOC_007908	
		PPIL4	
		HPS6	
		PEF1	
		C9orf123	
		XLOC_006336	
		ZNF234	
		SRSF1	
		ARVP6125	
		XLOC_011545	
		XLOC_l2_010064	
		XLOC_012768	
		LOC286359	
		MAP6D1	
		SEC61A1	
		NOP14	
		DUS1L	
		XLOC_011984	
		UMPS	
		APOL2	
		USP45	
		ST3GAL2	
		MTAP	
		NDUFB9	
		PRKCDBP	
		LOC100130345	
		NCF4	
		MED17	
		KCNQ1OT1	
		ZBTB7C	
		XLOC_013552	
		LMTK3	
		RBM38	
		POLR3G	
		CACNA2D2	
		FLJ40039	
		RAB5A	
		XLOC_010243	
		DTX1	
		NDUFS5	
		FOXN3	
		LOC285173	
		XLOC_010715	
		PRDM2	
		DUSP1	
		LOC100507109	
		CLSTN3	
		CLPS	
		NMB	
		IRAK2	
		XLOC_005713	
		SYNGR4	
		LOC100131035	
		XLOC_003805	
		YPEL2	
		FAM55D	
		ZNF720	
		CABP1	
		FLNC	
		CCDC22	
		MYLK-AS1	
		XLOC_007657	
		APOA1	
		CWC27	
		CYLD	
		XLOC_010805	
		ZNF32-AS3	
		TPRG1	
		C17orf58	
		DIRC3	
		XLOC_008666	
		ZCCHC6	
		DAAM1	
		LRRC38	
		XLOC_004509	
		C10orf137	
		LINC00403	
		LOC100134365	
		ST7L	
		LOC285419	
		XLOC_l2_001543	
		TMEM14A	
		ENPP7	
		VPS8	
		LOC100287506	
		CACNA1B	
		PCK1	
		TTTY11	
		TMSB10	
		TSPAN10	
		SLC45A1	
		SNRPD3	
		XLOC_002736	
		ADAP1	
		SYVN1	
		LARP1	
		FASN	
		KLHDC2	
		XLOC_010348	
		L3MBTL2	
		XLOC_001944	
		XLOC_001133	
		XLOC_003453	
		LOC644686	
		PIK3C3	
		LOC100506319	
		XLOC_l2_010486	
		KCNJ14	
		XLOC_l2_013863	
		TBC1D15	
		PTCRA	
		ZDHHC19	
		CLEC17A	
		SNTA1	
		B3GAT1	
		XLOC_003772	
		XLOC_002872	
		CNPPD1	
		CENPF	
		XLOC_010829	
		C19orf25	
		OR8D2	
		XLOC_002950	
		LOC729173	
		CHMP5	
		XLOC_005144	
		TCIRG1	
		XLOC_013670	
		TRAPPC4	
		TTC30B	
		LOC100132287	
		OR4D2	
		XLOC_006448	
		TROVE2	
		KCND2	
		LOC285441	
		TTTY5	
		TTC28-AS1	
		ATP5L2	
		LOC100129089	
		SNORD5	
		XLOC_012114	
		LOC151657	
		COL6A5	
		TRIM8	
		NUP62	
		XLOC_004640	
		LOC100506233	
		XLOC_l2_002928	
		C5orf41	
		ZNF160	
		OR2T4	
		KIAA0494	
		PPPDE2	
		DDIT3	
		ZFPM2	
		PTPN9	
		CHCHD5	
		C12orf42	
		HLA-DRB3	
		C12orf60	
		LRRCC1	
		XLOC_007726	
		XLOC_l2_015098	
		XLOC_004138	
		CALCR	
		USP17L2	
		R3HDM1	
		TMCC3	
		VTRNA1-2	
		ZNF487P	
		C1orf200	
		MLF1	
		PPP1R3D	
		LOC100131316	
		CDH11	
		KCNMB4	
		ERGIC2	
		SALL4	
		ACAT1	
		SEC61B	
		KATNA1	
		LOC641467	
		XLOC_002184	
		XLOC_002035	
		ATF7IP	
		XLOC_008190	
		CCDC122	
		AIM1L	
		XLOC_004392	
		EHBP1L1	
		C1orf101	
		LOC100133050	
		KLHL26	
		PRMT2	
		PRSS35	
		XLOC_011289	
		LOC100506119	
		TNFAIP6	
		MGC16121	
		ARHGAP33	
		DIS3L2	
		RAB42	
		PURG	
		CNTLN	
		HENMT1	
		NDUFS7	
		GHITM	
		XLOC_l2_011048	
		RHOC	
		CLCN7	
		XLOC_010775	
		NUDT12	
		RNF212	
		MNS1	
		CCNL1	
		STK10	
		RAPSN	
		TXK	
		CTPS	
		ARFGAP2	
		MUC5AC	
		RALGPS2	
